-14.3732 -24.9711
-14.3603 -24.9837
-14.3473 -22.7559
-14.3344 -18.0581
-14.3215 -12.6467
-14.3086 -8.21239
-14.2956 -5.53709
-14.2827 -5.26521
-14.2698 -8.34974
-14.2569 -14.9723
-14.2439 -23.4783
-14.231 -31.494
-14.2181 -38.2593
-14.2052 -44.6557
-14.1922 -50.7727
-14.1793 -54.5676
-14.1664 -53.376
-14.1535 -46.3461
-14.1405 -35.206
-14.1276 -23.1171
-14.1147 -13.0725
-14.1018 -6.77086
-14.0888 -4.4471
-14.076 -5.72658
-14.0631 -10.2622
-14.0502 -17.1678
-14.0373 -24.0658
-14.0243 -27.5824
-14.0114 -25.6973
-13.9985 -19.0549
-13.9856 -9.79258
-13.9726 -0.11783
-13.9597 8.15124
-13.9468 13.7738
-13.9339 16.3665
-13.9209 16.125
-13.908 13.1644
-13.8951 7.88984
-13.8822 1.63778
-13.8692 -4.19441
-13.8563 -9.37007
-13.8434 -14.6504
-13.8305 -20.2416
-13.8175 -24.5411
-13.8046 -25.541
-13.7917 -23.2087
-13.7788 -19.3117
-13.7658 -15.5379
-13.7529 -12.4776
-13.74 -10.1266
-13.7271 -8.53354
-13.7141 -7.41184
-13.7012 -5.78568
-13.6883 -2.79559
-13.6754 1.39176
-13.6624 5.61961
-13.6495 8.52953
-13.6367 9.46398
-13.6238 8.63889
-13.6109 6.55804
-13.5979 3.73315
-13.585 0.978954
-13.572 -0.600982
-13.5591 -0.401256
-13.5462 0.975883
-13.5333 2.24059
-13.5204 2.83017
-13.5074 3.59776
-13.4945 5.8831
-13.4816 10.2035
-13.4687 16.0952
-13.4557 22.8491
-13.4428 29.9069
-13.4299 36.616
-13.417 42.3343
-13.4041 47.347
-13.3911 53.2934
-13.3782 61.8148
-13.3653 73.0179
-13.3524 85.7584
-13.3395 98.912
-13.3265 112.146
-13.3136 125.938
-13.3007 141.242
-13.2878 159.122
-13.2748 180.462
-13.2619 205.79
-13.249 235.193
-13.2361 268.32
-13.2232 304.514
-13.2102 343.021
-13.1973 383.154
-13.1844 424.373
-13.1715 466.292
-13.1586 508.655
-13.1456 551.287
-13.1327 594.088
-13.1198 636.983
-13.1069 679.936
-13.0939 722.922
-13.081 765.928
-13.0681 808.863
-13.0552 851.817
-13.0423 894.761
-13.0293 937.668
-13.0164 980.487
-13.0035 1022.58
-12.9906 1064.4
-12.9777 1106.46
-12.9647 1147.81
-12.9518 1188.09
-12.9389 1227.49
-12.926 1269.47
-12.913 1310.29
-12.9001 1332.01
-12.8872 1364.83
-12.8743 1403.39
-12.8614 1438.23
-12.8484 1455.86
-12.8355 1494.88
-12.8226 1513.53
-12.8097 1538.06
-12.7968 1550.57
-12.7838 0
-12.7709 0
-12.758 0
-12.7451 0
-12.7322 0
-12.7192 0
-12.7063 0
-12.6934 0
-12.6805 0
-12.6675 0
-12.6546 0
-12.6417 0
-12.6288 0
