-14.3682 -25.8247
-14.3552 -22.8129
-14.3423 -19.6975
-14.3294 -14.9311
-14.3165 -9.0735
-14.3035 -3.87923
-14.2906 -0.56738
-14.2777 0.663993
-14.2648 -0.700044
-14.2518 -6.40732
-14.2389 -17.4397
-14.226 -31.1048
-14.2131 -42.2372
-14.2001 -47.9428
-14.1872 -49.1911
-14.1743 -48.4321
-14.1614 -47.1369
-14.1484 -45.1161
-14.1355 -41.3238
-14.1226 -35.1577
-14.1097 -27.3881
-14.0967 -19.8552
-14.0838 -14.1508
-14.0709 -10.6568
-14.058 -8.77411
-14.045 -7.87076
-14.0321 -8.04921
-14.0192 -9.9838
-14.0062 -13.5758
-13.9933 -16.8889
-13.9804 -17.5051
-13.9675 -14.7005
-13.9545 -9.3624
-13.9416 -2.80072
-13.9287 3.6317
-13.9158 8.61769
-13.9028 11.4297
-13.8899 12.1908
-13.877 11.163
-13.8641 8.2093
-13.8511 3.3411
-13.8382 -2.75131
-13.8253 -9.16324
-13.8124 -15.2656
-13.7994 -20.5489
-13.7865 -24.4101
-13.7736 -26.1899
-13.7607 -25.4431
-13.7477 -22.1789
-13.7348 -16.9354
-13.7219 -10.8515
-13.709 -5.6023
-13.696 -2.89555
-13.6831 -3.41992
-13.6702 -5.7789
-13.6573 -6.97121
-13.6443 -4.82595
-13.6314 0.26192
-13.6185 5.91664
-13.6056 9.46969
-13.5926 9.5558
-13.5797 6.77675
-13.5668 2.84501
-13.5539 -0.757749
-13.5409 -3.05351
-13.528 -3.21852
-13.5151 -0.853286
-13.5021 3.33379
-13.4892 7.52077
-13.4763 9.76463
-13.4634 9.30475
-13.4504 7.27523
-13.4375 6.07408
-13.4246 7.76003
-13.4117 12.9942
-13.3987 21.0255
-13.3858 30.129
-13.3729 38.2583
-13.36 43.9468
-13.347 47.3594
-13.3341 50.8146
-13.3212 57.3938
-13.3083 68.4505
-13.2953 83.0605
-13.2824 99.5848
-13.2695 117.187
-13.2566 136.205
-13.2436 157.58
-13.2307 182.139
-13.2178 210.262
-13.2049 241.896
-13.1919 276.662
-13.179 313.986
-13.1661 353.239
-13.1531 393.851
-13.1402 435.375
-13.1273 477.49
-13.1144 519.975
-13.1014 562.695
-13.0885 605.549
-13.0756 648.493
-13.0627 691.477
-13.0497 734.475
-13.0368 777.514
-13.0239 820.48
-13.011 863.447
-12.998 906.331
-12.9851 949.366
-12.9722 992.121
-12.9593 1035.05
-12.9463 1076.82
-12.9334 1119.13
-12.9205 1158.9
-12.9076 1200.3
-12.8946 1241.07
-12.8817 1278.92
-12.8688 1320.45
-12.8559 1360.37
-12.8429 1391.55
-12.83 1402.76
-12.8171 1441.62
-12.8042 1476.17
-12.7912 1490.26
-12.7783 1519.74
-12.7654 1539.19
-12.7524 1551.11
-12.7395 0
-12.7266 0
-12.7137 0
-12.7007 0
-12.6878 0
-12.6749 0
-12.662 0
-12.649 0
-12.6361 0
-12.6232 0
-12.6103 0
-12.5973 0
-12.5844 0
-12.5715 0
-12.5586 0
-12.5456 0
-12.5327 0
-12.5198 0
-12.5069 0
-12.4939 0
-12.481 0
-12.4681 0
-12.4552 0
-12.4422 0
-12.4293 0
-12.4164 0
-12.4034 0
-12.3905 0
-12.3776 0
-12.3647 0
-12.3517 0
-12.3388 0
-12.3259 0
-12.313 0
-12.3 0
-12.2871 0
-12.2742 0
-12.2613 0
-12.2483 0
-12.2354 0
-12.2225 0
-12.2096 0
-12.1966 0
-12.1837 0
-12.1708 0
-12.1579 0
-12.1449 0
-12.132 0
-12.1191 0
-12.1062 0
-12.0932 0
-12.0803 0
-12.0674 0
-12.0544 0
-12.0415 0
-12.0286 0
-12.0157 0
-12.0027 0
-11.9898 0
-11.9769 0
-11.964 0
-11.951 0
-11.9381 0
-11.9252 0
-11.9123 0
-11.8993 0
-11.8864 0
-11.8735 0
-11.8606 0
-11.8476 0
-11.8347 0
-11.8218 0
-11.8089 0
-11.7959 0
-11.783 0
-11.7701 0
-11.7572 0
-11.7442 0
-11.7313 0
-11.7184 0
-11.7055 0
-11.6925 0
-11.6796 0
-11.6667 0
-11.6537 0
-11.6408 0
-11.6279 0
-11.615 0
-11.602 0
-11.5891 0
-11.5762 0
-11.5633 0
-11.5503 0
-11.5374 0
-11.5245 0
-11.5116 0
-11.4986 0
-11.4857 0
-11.4728 0
-11.4599 0
-11.4469 0
-11.434 0
-11.4211 0
-11.4082 0
-11.3952 0
-11.3823 0
-11.3694 0
-11.3565 0
-11.3435 0
-11.3306 0
-11.3177 0
-11.3047 0
-11.2918 0
-11.2789 0
-11.266 0
-11.253 0
-11.2401 0
-11.2272 0
-11.2143 0
-11.2013 0
-11.1884 0
-11.1755 0
-11.1626 0
-11.1496 0
-11.1367 0
-11.1238 0
-11.1109 0
-11.0979 0
-11.085 0
-11.0721 0
-11.0592 0
-11.0462 0
-11.0333 0
-11.0204 0
-11.0075 0
-10.9945 0
-10.9816 0
-10.9687 0
-10.9557 0
-10.9428 0
-10.9299 0
-10.917 0
-10.904 0
-10.8911 0
-10.8782 0
-10.8653 0
-10.8523 0
-10.8394 0
-10.8265 0
-10.8136 0
-10.8006 0
-10.7877 0
-10.7748 0
-10.7619 0
-10.7489 0
-10.736 0
-10.7231 0
-10.7102 0
-10.6972 0
-10.6843 0
-10.6714 0
-10.6585 0
-10.6455 0
-10.6326 0
-10.6197 0
-10.6068 0
-10.5938 0
-10.5809 0
